Zeit;Kanal A
(ms);(mV)

1,00000029;2,63348913
1,00500029;3,00935030
1,01000029;2,44525075
1,01500029;2,44525075
1,02000029;2,44525075
1,02500029;3,76168776
1,03000029;2,44525075
1,03500029;2,82111216
1,04000029;3,76168776
1,04500029;3,57344961
1,05000029;3,38582659
1,05500029;3,94992590
1,06000029;3,94992590
1,06500029;3,94992590
1,07000029;4,51402521
1,07500029;5,26697826
1,08000029;4,70226383
1,08500029;4,89050150
1,09000029;5,07874012
1,09500029;5,26697826
1,10000029;5,45460081
1,10500029;5,26697826
1,11000029;5,07874012
1,11500029;4,32640219
1,12000029;4,89050150
1,12500029;4,51402521
1,13000029;4,13816404
1,13500029;4,13816404
1,14000029;4,32640219
1,14500029;3,76168776
1,15000029;4,32640219
1,15500029;3,94992590
1,16000029;4,13816404
1,16500029;4,32640219
1,17000029;4,32640219
1,17500029;4,89050150
1,18000029;4,70226383
1,18500029;3,76168776
1,19000029;3,76168776
1,19500029;4,32640219
1,20000029;3,94992590
1,20500029;3,00935030
1,21000029;4,70226383
1,21500029;2,44525075
1,22000029;3,76168776
1,22500029;3,94992590
1,23000029;2,82111216
1,23500029;2,06877446
1,24000029;1,88053632
1,24500029;2,06877446
1,25000028;1,88053632
1,25500028;1,50467515
1,26000028;1,31643701
1,26500028;1,31643701
1,27000028;1,12819874
1,27500028;0,75233757
1,28000028;0,93996060
1,28500028;0,56409937
1,29000028;0,56409937
1,29500028;0,37586120
1,30000028;0,00000000
1,30500028;0,56409937
1,31000028;0,18762302
1,31500028;-0,37586120
1,32000028;0,37586120
1,32500028;-1,50467515
1,33000028;-1,12819874
1,33500028;-1,31643701
1,34000028;-1,88053632
1,34500028;-1,88053632
1,35000028;-2,06877446
1,35500028;-2,25701261
1,36000028;-3,19758844
1,36500028;-2,44525075
1,37000028;-2,63348913
1,37500028;-3,19758844
1,38000028;-3,00935030
1,38500028;-2,25701261
1,39000028;-2,82111216
1,39500028;-2,06877446
1,40000028;-1,12819874
1,40500028;-1,12819874
1,41000028;-1,88053632
1,41500028;-0,18762302
1,42000028;-0,18762302
1,42500028;0,00000000
1,43000028;-0,37586120
1,43500028;-0,37586120
1,44000028;-1,31643701
1,44500028;-1,50467515
1,45000028;-2,63348913
1,45500028;-2,63348913
1,46000028;-3,19758844
1,46500028;-4,13816404
1,47000028;-4,51402521
1,47500028;-3,94992590
1,48000028;-4,89050150
1,48500028;-5,45460081
1,49000028;-5,83107758
1,49500028;-4,89050150
1,50000028;-4,51402521
1,50500028;-3,94992590
1,51000028;-3,94992590
1,51500028;-3,57344961
1,52000028;-3,00935030
1,52500028;-2,63348913
1,53000028;-2,63348913
1,53500028;-1,50467515
1,54000028;-2,25701261
1,54500028;-1,31643701
1,55000028;-2,06877446
1,55500028;-2,06877446
1,56000028;-2,63348913
1,56500028;-3,00935030
1,57000028;-3,38582659
1,57500028;-3,94992590
1,58000028;-4,51402521
1,58500028;-4,51402521
1,59000028;-4,89050150
1,59500028;-4,89050150
1,60000028;-4,51402521
1,60500028;-4,13816404
1,61000028;-5,07874012
1,61500028;-4,51402521
1,62000028;-3,19758844
1,62500028;-3,38582659
1,63000028;-3,00935030
1,63500028;-2,63348913
1,64000028;-2,06877446
1,64500027;-1,88053632
1,65000027;-1,88053632
1,65500027;-1,12819874
1,66000027;-1,12819874
1,66500027;-1,69291329
1,67000027;-1,88053632
1,67500027;-2,06877446
1,68000027;-2,25701261
1,68500027;-2,25701261
1,69000027;-3,00935030
1,69500027;-2,63348913
1,70000027;-2,25701261
1,70500027;-3,76168776
1,71000027;-3,57344961
1,71500027;-2,63348913
1,72000027;-2,25701261
1,72500027;-2,63348913
1,73000027;-2,06877446
1,73500027;-1,31643701
1,74000027;-1,31643701
1,74500027;-1,12819874
1,75000027;-0,56409937
1,75500027;0,75233757
1,76000027;0,00000000
1,76500027;0,00000000
1,77000027;-0,37586120
1,77500027;0,00000000
1,78000027;-0,37586120
1,78500027;-0,37586120
1,79000027;-1,50467515
1,79500027;-1,12819874
1,80000027;-1,31643701
1,80500027;-2,25701261
1,81000027;-2,63348913
1,81500027;-2,44525075
1,82000027;-2,25701261
1,82500027;-3,19758844
1,83000027;-3,19758844
1,83500027;-3,00935030
1,84000027;-2,63348913
1,84500027;-2,63348913
1,85000027;-2,25701261
1,85500027;-1,88053632
1,86000027;-2,06877446
1,86500027;-1,31643701
1,87000027;-1,31643701
1,87500027;-0,93996060
1,88000027;-1,12819874
1,88500027;0,00000000
1,89000027;-1,31643701
1,89500027;-1,12819874
1,90000027;-1,69291329
1,90500027;-0,75233757
1,91000027;-1,31643701
1,91500027;-1,31643701
1,92000027;-0,93996060
1,92500027;-0,75233757
1,93000027;-1,31643701
1,93500027;-0,37586120
1,94000027;-0,75233757
1,94500027;-1,31643701
1,95000027;-0,56409937
1,95500027;0,00000000
1,96000027;-0,37586120
1,96500027;0,75233757
1,97000027;0,18762302
1,97500027;1,12819874
1,98000027;1,12819874
1,98500027;1,31643701
1,99000027;1,12819874
1,99500027;3,94992590
2,00000027;2,25701261
2,00500027;2,44525075
2,01000027;1,69291329
2,01500027;2,63348913
2,02000027;2,82111216
2,02500027;3,57344961
2,03000027;2,63348913
2,03500027;2,82111216
2,04000026;2,44525075
2,04500026;2,82111216
2,05000026;3,00935030
2,05500026;2,44525075
2,06000026;2,82111216
2,06500026;2,44525075
2,07000026;2,44525075
2,07500026;3,00935030
2,08000026;2,63348913
2,08500026;2,44525075
2,09000026;2,44525075
2,09500026;3,00935030
2,10000026;3,00935030
2,10500026;3,19758844
2,11000026;3,38582659
2,11500026;3,76168776
2,12000026;3,38582659
2,12500026;4,32640219
2,13000026;4,51402521
2,13500026;5,07874012
2,14000026;5,26697826
2,14500026;5,07874012
2,15000026;5,26697826
2,15500026;5,64283943
2,16000026;5,83107758
2,16500026;5,64283943
2,17000026;5,26697826
2,17500026;4,89050150
2,18000026;5,07874012
2,18500026;4,70226383
2,19000026;4,89050150
2,19500026;4,89050150
2,20000026;4,51402521
2,20500026;4,70226383
2,21000026;5,07874012
2,21500026;3,94992590
2,22000026;4,32640219
2,22500026;3,00935030
2,23000026;4,32640219
2,23500026;4,32640219
2,24000026;4,32640219
2,24500026;4,13816404
2,25000026;4,89050150
2,25500026;4,13816404
2,26000026;3,94992590
2,26500026;3,76168776
2,27000026;3,94992590
2,27500026;3,19758844
2,28000026;3,00935030
2,28500026;3,00935030
2,29000026;3,38582659
2,29500026;2,82111216
2,30000026;2,82111216
2,30500026;2,44525075
2,31000026;2,06877446
2,31500026;2,06877446
2,32000026;1,12819874
2,32500026;1,31643701
2,33000026;1,12819874
2,33500026;0,93996060
2,34000026;0,18762302
2,34500026;0,75233757
2,35000026;0,37586120
2,35500026;0,37586120
2,36000026;0,00000000
2,36500026;0,56409937
2,37000026;0,37586120
2,37500026;0,75233757
2,38000026;0,00000000
2,38500026;-0,37586120
2,39000026;-0,37586120
2,39500026;-1,31643701
2,40000026;0,00000000
2,40500026;-1,69291329
2,41000026;-5,26697826
2,41500026;-1,88053632
2,42000026;-2,82111216
2,42500026;-2,06877446
2,43000026;-2,63348913
2,43500025;-3,00935030
2,44000025;-2,82111216
2,44500025;-3,19758844
2,45000025;-2,82111216
2,45500025;-3,19758844
2,46000025;-2,25701261
2,46500025;-1,69291329
2,47000025;-1,69291329
2,47500025;-0,93996060
2,48000025;-0,37586120
2,48500025;-0,37586120
2,49000025;0,00000000
2,49500025;-0,37586120
2,50000025;-0,37586120
2,50500025;-0,37586120
2,51000025;-1,69291329
2,51500025;-1,69291329
2,52000025;-2,63348913
2,52500025;-2,44525075
2,53000025;-4,13816404
2,53500025;-3,94992590
2,54000025;-4,51402521
2,54500025;-4,70226383
2,55000025;-4,89050150
2,55500025;-6,95989132
2,56000025;-5,45460081
2,56500025;-4,89050150
2,57000025;-4,51402521
2,57500025;-3,94992590
2,58000025;-4,13816404
2,58500025;-4,13816404
2,59000025;-2,63348913
2,59500025;-1,69291329
2,60000025;-1,69291329
2,60500025;-1,31643701
2,61000025;-0,37586120
2,61500025;-1,69291329
2,62000025;-2,06877446
2,62500025;-1,31643701
2,63000025;-2,44525075
2,63500025;-3,00935030
2,64000025;-3,76168776
2,64500025;-4,70226383
2,65000025;-4,51402521
2,65500025;-4,13816404
2,66000025;-5,26697826
2,66500025;-5,83107758
2,67000025;-5,26697826
2,67500025;-4,89050150
2,68000025;-4,13816404
2,68500025;-4,13816404
2,69000025;-3,94992590
2,69500025;-3,19758844
2,70000025;-2,82111216
2,70500025;-2,25701261
2,71000025;-2,06877446
2,71500025;-1,31643701
2,72000025;-0,75233757
2,72500025;-1,12819874
2,73000025;-1,31643701
2,73500025;-1,50467515
2,74000025;-1,69291329
2,74500025;-1,88053632
2,75000025;-2,44525075
2,75500025;-2,63348913
2,76000025;-2,82111216
2,76500025;-2,63348913
2,77000025;-3,00935030
2,77500025;-3,00935030
2,78000025;-3,19758844
2,78500025;-3,94992590
2,79000025;-3,19758844
2,79500025;-2,44525075
2,80000025;-2,06877446
2,80500025;-1,88053632
2,81000025;-0,93996060
2,81500025;-1,31643701
2,82000025;-0,37586120
2,82500025;-0,75233757
2,83000025;0,56409937
2,83500024;0,18762302
2,84000024;-0,37586120
2,84500024;-0,18762302
2,85000024;-0,37586120
2,85500024;-0,18762302
2,86000024;-1,50467515
2,86500024;-1,50467515
2,87000024;-2,25701261
2,87500024;-1,88053632
2,88000024;-3,57344961
2,88500024;-2,82111216
2,89000024;-2,82111216
2,89500024;-3,38582659
2,90000024;-3,19758844
2,90500024;-2,82111216
2,91000024;-3,38582659
2,91500024;-2,63348913
2,92000024;-2,63348913
2,92500024;-2,06877446
2,93000024;-2,25701261
2,93500024;-0,93996060
2,94000024;-1,31643701
2,94500024;-1,31643701
2,95000024;-1,31643701
2,95500024;-0,56409937
2,96000024;-1,31643701
2,96500024;-0,18762302
2,97000024;-1,50467515
2,97500024;-1,12819874
2,98000024;-1,31643701
2,98500024;-1,12819874
2,99000024;-2,06877446
2,99500024;-1,12819874
3,00000024;-0,75233757
3,00500024;-1,31643701
3,01000024;-0,75233757
3,01500024;-1,31643701
3,02000024;-0,93996060
3,02500024;-0,37586120
3,03000024;0,00000000
3,03500024;0,56409937
3,04000024;1,88053632
3,04500024;0,75233757
3,05000024;1,50467515
3,05500024;1,50467515
3,06000024;2,25701261
3,06500024;2,44525075
3,07000024;2,25701261
3,07500024;2,25701261
3,08000024;2,44525075
3,08500024;2,82111216
3,09000024;2,25701261
3,09500024;3,00935030
3,10000024;2,82111216
3,10500024;2,44525075
3,11000024;2,63348913
3,11500024;2,44525075
3,12000024;2,44525075
3,12500024;2,63348913
3,13000024;3,00935030
3,13500024;2,44525075
3,14000024;3,00935030
3,14500024;2,44525075
3,15000024;2,82111216
3,15500024;2,25701261
3,16000024;3,38582659
3,16500024;2,82111216
3,17000024;2,44525075
3,17500024;2,82111216
3,18000024;3,00935030
3,18500024;4,32640219
3,19000024;3,76168776
3,19500024;3,94992590
3,20000024;4,89050150
3,20500024;4,89050150
3,21000024;5,83107758
3,21500024;4,70226383
3,22000024;5,64283943
3,22500024;4,70226383
3,23000023;5,07874012
3,23500023;5,26697826
3,24000023;5,26697826
3,24500023;4,89050150
3,25000023;5,26697826
3,25500023;4,13816404
3,26000023;4,70226383
3,26500023;4,70226383
3,27000023;4,13816404
3,27500023;4,13816404
3,28000023;4,32640219
3,28500023;3,94992590
3,29000023;4,32640219
3,29500023;3,94992590
3,30000023;4,32640219
3,30500023;4,70226383
3,31000023;4,32640219
3,31500023;4,32640219
3,32000023;4,32640219
3,32500023;5,07874012
3,33000023;4,32640219
3,33500023;4,32640219
3,34000023;3,94992590
3,34500023;4,32640219
3,35000023;3,38582659
3,35500023;4,32640219
3,36000023;2,44525075
3,36500023;3,00935030
3,37000023;2,06877446
3,37500023;2,06877446
3,38000023;1,69291329
3,38500023;2,06877446
3,39000023;1,12819874
3,39500023;1,50467515
3,40000023;0,56409937
3,40500023;0,56409937
3,41000023;-1,12819874
3,41500023;0,56409937
3,42000023;0,18762302
3,42500023;0,18762302
3,43000023;0,93996060
3,43500023;0,37586120
3,44000023;0,00000000
3,44500023;-0,18762302
3,45000023;-0,93996060
3,45500023;0,18762302
3,46000023;-0,75233757
3,46500023;-1,12819874
3,47000023;-1,31643701
3,47500023;-1,31643701
3,48000023;-2,06877446
3,48500023;-2,63348913
3,49000023;-2,63348913
3,49500023;-3,00935030
3,50000023;-3,00935030
3,50500023;-2,63348913
3,51000023;-3,00935030
3,51500023;-2,63348913
3,52000023;-2,63348913
3,52500023;-1,31643701
3,53000023;-0,75233757
3,53500023;-1,69291329
3,54000023;-0,75233757
3,54500023;-0,75233757
3,55000023;-0,18762302
3,55500023;0,00000000
3,56000023;-0,18762302
3,56500023;-0,37586120
3,57000023;-0,37586120
3,57500023;-1,12819874
3,58000023;-1,12819874
3,58500023;-2,63348913
3,59000023;-2,82111216
3,59500023;-3,76168776
3,60000023;-4,70226383
3,60500023;-4,89050150
3,61000023;-3,76168776
3,61500023;-6,58341503
3,62000023;-5,64283943
3,62500022;-5,64283943
3,63000022;-5,45460081
3,63500022;-5,45460081
3,64000022;-4,51402521
3,64500022;-4,32640219
3,65000022;-3,19758844
3,65500022;-2,44525075
3,66000022;-2,06877446
3,66500022;-2,06877446
3,67000022;-1,88053632
3,67500022;-1,50467515
3,68000022;-1,12819874
3,68500022;-1,88053632
3,69000022;-2,44525075
3,69500022;-2,63348913
3,70000022;-3,19758844
3,70500022;-3,38582659
3,71000022;-4,32640219
3,71500022;-3,94992590
3,72000022;-4,70226383
3,72500022;-5,45460081
3,73000022;-5,26697826
3,73500022;-5,45460081
3,74000022;-4,89050150
3,74500022;-4,32640219
3,75000022;-4,51402521
3,75500022;-3,94992590
3,76000022;-3,57344961
3,76500022;-3,00935030
3,77000022;-2,44525075
3,77500022;-1,31643701
3,78000022;-2,25701261
3,78500022;-1,69291329
3,79000022;-1,31643701
3,79500022;-1,12819874
3,80000022;-2,06877446
3,80500022;-2,06877446
3,81000022;-0,37586120
3,81500022;-2,06877446
3,82000022;-1,69291329
3,82500022;-2,63348913
3,83000022;-3,38582659
3,83500022;-3,19758844
3,84000022;-3,00935030
3,84500022;-3,00935030
3,85000022;-3,19758844
3,85500022;-3,19758844
3,86000022;-2,82111216
3,86500022;-1,69291329
3,87000022;-2,06877446
3,87500022;-0,75233757
3,88000022;-1,31643701
3,88500022;0,00000000
3,89000022;0,75233757
3,89500022;-0,18762302
3,90000022;-0,18762302
3,90500022;-0,18762302
3,91000022;-0,93996060
3,91500022;-0,75233757
3,92000022;-1,12819874
3,92500022;-1,31643701
3,93000022;-1,50467515
3,93500022;-1,50467515
3,94000022;-2,06877446
3,94500022;-2,63348913
3,95000022;-2,63348913
3,95500022;-3,19758844
3,96000022;-3,19758844
3,96500022;-3,00935030
3,97000022;-3,19758844
3,97500022;-2,82111216
3,98000022;-2,82111216
3,98500022;-2,25701261
3,99000022;-2,25701261
3,99500022;-1,69291329
4,00000022;-1,31643701
4,00500022;-0,37586120
4,01000022;-1,12819874
4,01500022;0,00000000
4,02000021;-0,75233757
4,02500021;0,18762302
4,03000021;-0,75233757
4,03500021;-0,75233757
4,04000021;-2,25701261
4,04500021;-0,37586120
4,05000021;-0,37586120
4,05500021;-1,12819874
4,06000021;-1,31643701
4,06500021;-0,18762302
4,07000021;-1,69291329
4,07500021;-0,93996060
4,08000021;-0,75233757
4,08500021;-0,18762302
4,09000021;0,00000000
4,09500021;0,18762302
4,10000021;0,75233757
4,10500021;0,56409937
4,11000021;1,12819874
4,11500021;1,50467515
4,12000021;2,06877446
4,12500021;2,25701261
4,13000021;2,44525075
4,13500021;2,44525075
4,14000021;2,82111216
4,14500021;2,44525075
4,15000021;2,82111216
4,15500021;3,38582659
4,16000021;2,44525075
4,16500021;3,38582659
4,17000021;2,82111216
4,17500021;3,57344961
4,18000021;3,00935030
4,18500021;3,00935030
4,19000021;2,44525075
4,19500021;2,63348913
4,20000021;2,25701261
4,20500021;2,63348913
4,21000021;2,06877446
4,21500021;2,06877446
4,22000021;2,25701261
4,22500021;1,69291329
4,23000021;3,00935030
4,23500021;3,00935030
4,24000021;2,44525075
4,24500021;3,57344961
4,25000021;3,00935030
4,25500021;3,57344961
4,26000021;4,32640219
4,26500021;3,76168776
4,27000021;4,32640219
4,27500021;4,89050150
4,28000021;4,13816404
4,28500021;5,07874012
4,29000021;5,64283943
4,29500021;5,45460081
4,30000021;5,26697826
4,30500021;4,89050150
4,31000021;5,64283943
4,31500021;5,07874012
4,32000021;4,89050150
4,32500021;4,70226383
4,33000021;5,26697826
4,33500021;4,70226383
4,34000021;3,94992590
4,34500021;4,13816404
4,35000021;3,38582659
4,35500021;3,76168776
4,36000021;3,94992590
4,36500021;3,94992590
4,37000021;4,70226383
4,37500021;4,51402521
4,38000021;3,94992590
4,38500021;4,13816404
4,39000021;3,76168776
4,39500021;5,07874012
4,40000021;3,94992590
4,40500021;4,32640219
4,41000021;3,94992590
4,41500020;4,13816404
4,42000020;3,00935030
4,42500020;2,63348913
4,43000020;2,44525075
4,43500020;3,38582659
4,44000020;3,76168776
4,44500020;1,88053632
4,45000020;1,69291329
4,45500020;2,06877446
4,46000020;1,12819874
4,46500020;1,12819874
4,47000020;1,50467515
4,47500020;1,12819874
4,48000020;0,37586120
4,48500020;0,18762302
4,49000020;0,37586120
4,49500020;0,00000000
4,50000020;0,18762302
4,50500020;0,18762302
4,51000020;0,18762302
4,51500020;0,18762302
4,52000020;-0,75233757
4,52500020;0,00000000
4,53000020;-0,75233757
4,53500020;-0,93996060
4,54000020;-1,12819874
4,54500020;-1,69291329
4,55000020;-2,63348913
4,55500020;-2,25701261
4,56000020;-2,63348913
4,56500020;-3,00935030
4,57000020;-2,82111216
4,57500020;-2,25701261
4,58000020;-3,19758844
4,58500020;-3,00935030
4,59000020;-3,00935030
4,59500020;-2,06877446
4,60000020;-2,63348913
4,60500020;-1,31643701
4,61000020;-1,12819874
4,61500020;-1,31643701
4,62000020;-0,37586120
4,62500020;-0,37586120
4,63000020;-0,75233757
4,63500020;-0,75233757
4,64000020;-2,06877446
4,64500020;-0,37586120
4,65000020;-2,06877446
4,65500020;-3,00935030
4,66000020;-3,19758844
4,66500020;-4,32640219
4,67000020;-4,13816404
4,67500020;-4,51402521
4,68000020;-5,07874012
4,68500020;-4,89050150
4,69000020;-5,45460081
4,69500020;-5,83107758
4,70000020;-4,70226383
4,70500020;-4,32640219
4,71000020;-4,32640219
4,71500020;-4,13816404
4,72000020;-4,13816404
4,72500020;-2,82111216
4,73000020;-2,25701261
4,73500020;-2,44525075
4,74000020;-2,63348913
4,74500020;-1,50467515
4,75000020;-1,69291329
4,75500020;-2,25701261
4,76000020;-2,25701261
4,76500020;-2,25701261
4,77000020;-3,19758844
4,77500020;-3,57344961
4,78000020;-4,89050150
4,78500020;-4,13816404
4,79000020;-5,07874012
4,79500020;-4,70226383
4,80000020;-5,45460081
4,80500020;-4,13816404
4,81000019;-2,44525075
4,81500019;-3,94992590
4,82000019;-5,07874012
4,82500019;-3,94992590
4,83000019;-3,57344961
4,83500019;-2,63348913
4,84000019;-2,63348913
4,84500019;-2,06877446
4,85000019;-2,25701261
4,85500019;-0,56409937
4,86000019;-2,06877446
4,86500019;-1,31643701
4,87000019;-1,69291329
4,87500019;-2,06877446
4,88000019;-2,44525075
4,88500019;-1,69291329
4,89000019;-2,63348913
4,89500019;-2,63348913
4,90000019;-3,94992590
4,90500019;-3,00935030
4,91000019;-3,00935030
4,91500019;-2,82111216
4,92000019;-2,63348913
4,92500019;-3,00935030
4,93000019;-1,88053632
4,93500019;-1,88053632
4,94000019;-1,69291329
4,94500019;-0,56409937
4,95000019;-2,06877446
4,95500019;-0,37586120
4,96000019;-0,56409937
4,96500019;0,18762302
4,97000019;0,00000000
4,97500019;0,18762302
4,98000019;-0,18762302
4,98500019;-0,37586120
4,99000019;-1,69291329
4,99500019;-1,12819874
5,00000019;-1,88053632
5,00500019;-1,69291329
5,01000019;-2,63348913
5,01500019;-2,25701261
5,02000019;-2,63348913
5,02500019;-2,63348913
5,03000019;-2,44525075
5,03500019;-3,19758844
5,04000019;-3,19758844
5,04500019;-3,19758844
5,05000019;-3,19758844
5,05500019;-2,63348913
5,06000019;-1,69291329
5,06500019;-1,31643701
5,07000019;-1,50467515
5,07500019;-0,37586120
5,08000019;-1,31643701
5,08500019;-0,93996060
5,09000019;0,00000000
5,09500019;-1,12819874
5,10000019;-0,37586120
5,10500019;0,00000000
5,11000019;0,00000000
5,11500019;-0,75233757
5,12000019;-0,56409937
5,12500019;-1,31643701
5,13000019;-0,75233757
5,13500019;-1,12819874
5,14000019;-1,12819874
5,14500019;-0,75233757
5,15000019;-0,93996060
5,15500019;-0,18762302
5,16000019;-0,75233757
5,16500019;0,00000000
5,17000019;0,00000000
5,17500019;-0,37586120
5,18000019;0,75233757
5,18500019;1,69291329
5,19000019;1,88053632
5,19500019;1,12819874
5,20000019;2,44525075
5,20500019;2,06877446
5,21000018;2,82111216
5,21500018;3,00935030
5,22000018;3,00935030
5,22500018;2,06877446
5,23000018;2,44525075
5,23500018;2,82111216
5,24000018;2,06877446
5,24500018;2,63348913
5,25000018;2,82111216
5,25500018;2,06877446
5,26000018;2,06877446
5,26500018;2,25701261
5,27000018;2,44525075
5,27500018;2,06877446
5,28000018;1,88053632
5,28500018;2,44525075
5,29000018;3,38582659
5,29500018;0,93996060
5,30000018;3,00935030
5,30500018;2,82111216
5,31000018;3,57344961
5,31500018;3,76168776
5,32000018;3,76168776
5,32500018;4,32640219
5,33000018;4,32640219
5,33500018;4,70226383
5,34000018;3,94992590
5,34500018;5,64283943
5,35000018;4,89050150
5,35500018;5,45460081
5,36000018;4,89050150
5,36500018;5,45460081
5,37000018;4,70226383
5,37500018;5,64283943
5,38000018;4,89050150
5,38500018;5,07874012
5,39000018;3,94992590
5,39500018;4,51402521
5,40000018;4,70226383
5,40500018;5,26697826
5,41000018;4,32640219
5,41500018;5,07874012
5,42000018;3,94992590
5,42500018;6,20755386
5,43000018;3,94992590
5,43500018;4,32640219
5,44000018;3,76168776
5,44500018;4,13816404
5,45000018;4,13816404
5,45500018;4,13816404
5,46000018;3,19758844
5,46500018;3,76168776
5,47000018;3,00935030
5,47500018;4,13816404
5,48000018;3,76168776
5,48500018;3,38582659
5,49000018;2,82111216
5,49500018;2,82111216
5,50000018;2,63348913
5,50500018;2,06877446
5,51000018;2,25701261
5,51500018;2,25701261
5,52000018;2,25701261
5,52500018;1,88053632
5,53000018;1,50467515
5,53500018;1,12819874
5,54000018;0,75233757
5,54500018;0,93996060
5,55000018;1,12819874
5,55500018;0,56409937
5,56000018;0,37586120
5,56500018;0,56409937
5,57000018;0,00000000
5,57500018;0,18762302
5,58000018;-0,37586120
5,58500018;-0,75233757
5,59000018;-1,12819874
5,59500018;-0,93996060
5,60000018;-1,12819874
5,60500017;-0,93996060
5,61000017;-1,88053632
5,61500017;-2,06877446
5,62000017;-2,25701261
5,62500017;-2,44525075
5,63000017;-2,63348913
5,63500017;-2,63348913
5,64000017;-1,88053632
5,64500017;-3,19758844
5,65000017;-2,63348913
5,65500017;-3,00935030
5,66000017;-2,82111216
5,66500017;-2,06877446
5,67000017;-1,88053632
5,67500017;-0,75233757
5,68000017;-0,75233757
5,68500017;0,00000000
5,69000017;0,00000000
5,69500017;-0,75233757
5,70000017;0,00000000
5,70500017;-1,12819874
5,71000017;-1,50467515
5,71500017;-1,69291329
5,72000017;-2,82111216
5,72500017;-3,38582659
5,73000017;-3,19758844
5,73500017;-3,76168776
5,74000017;-4,13816404
5,74500017;-4,89050150
5,75000017;-5,26697826
5,75500017;-5,26697826
5,76000017;-5,83107758
5,76500017;-5,26697826
5,77000017;-5,26697826
5,77500017;-4,70226383
5,78000017;-4,51402521
5,78500017;-3,19758844
5,79000017;-2,82111216
5,79500017;-2,44525075
5,80000017;-2,63348913
5,80500017;-1,50467515
5,81000017;-2,25701261
5,81500017;-1,88053632
5,82000017;-2,25701261
5,82500017;-1,69291329
5,83000017;-2,63348913
5,83500017;-3,00935030
5,84000017;-3,00935030
5,84500017;-3,57344961
5,85000017;-4,89050150
5,85500017;-5,07874012
5,86000017;-5,07874012
5,86500017;-4,89050150
5,87000017;-4,51402521
5,87500017;-4,70226383
5,88000017;-5,07874012
5,88500017;-3,94992590
5,89000017;-3,94992590
5,89500017;-2,82111216
5,90000017;-3,57344961
5,90500017;-2,06877446
5,91000017;-2,06877446
5,91500017;-1,31643701
5,92000017;-1,31643701
5,92500017;-1,31643701
5,93000017;-1,88053632
5,93500017;-1,50467515
5,94000017;-1,50467515
5,94500017;-2,63348913
5,95000017;-2,25701261
5,95500017;-2,25701261
5,96000017;-3,38582659
5,96500017;-3,00935030
5,97000017;-3,19758844
5,97500017;-3,19758844
5,98000017;-3,00935030
5,98500017;-3,00935030
5,99000017;-2,63348913
5,99500017;-2,63348913
6,00000016;-2,25701261
6,00500016;-2,44525075
6,01000016;-1,50467515
6,01500016;-1,12819874
6,02000016;-0,37586120
6,02500016;-0,56409937
6,03000016;-0,37586120
6,03500016;-0,37586120
6,04000016;-0,75233757
6,04500016;0,00000000
6,05000016;-0,37586120
6,05500016;-0,56409937
6,06000016;-0,75233757
6,06500016;-0,93996060
6,07000016;-2,06877446
6,07500016;-1,88053632
6,08000016;-2,06877446
6,08500016;-2,63348913
6,09000016;-3,19758844
6,09500016;-3,19758844
6,10000016;-2,44525075
6,10500016;-2,63348913
6,11000016;-2,63348913
6,11500016;-2,63348913
6,12000016;-2,25701261
6,12500016;-2,63348913
6,13000016;-1,88053632
6,13500016;-1,31643701
6,14000016;-1,12819874
6,14500016;-0,93996060
6,15000016;-0,56409937
6,15500016;-0,75233757
6,16000016;-0,93996060
6,16500016;-0,37586120
6,17000016;-0,93996060
6,17500016;0,00000000
6,18000016;-0,37586120
6,18500016;-1,69291329
6,19000016;-1,31643701
6,19500016;-1,31643701
6,20000016;-1,12819874
6,20500016;-1,31643701
6,21000016;-1,88053632
6,21500016;-1,12819874
6,22000016;-0,75233757
6,22500016;1,69291329
6,23000016;-0,18762302
6,23500016;0,18762302
6,24000016;-0,75233757
6,24500016;0,18762302
6,25000016;0,75233757
6,25500016;1,69291329
6,26000016;1,50467515
6,26500016;2,25701261
6,27000016;2,25701261
6,27500016;2,44525075
6,28000016;2,06877446
6,28500016;2,82111216
6,29000016;2,82111216
6,29500016;3,38582659
6,30000016;2,82111216
6,30500016;3,57344961
6,31000016;2,82111216
6,31500016;3,00935030
6,32000016;2,82111216
6,32500016;2,44525075
6,33000016;2,44525075
6,33500016;3,00935030
6,34000016;1,88053632
6,34500016;2,82111216
6,35000016;2,44525075
6,35500016;4,70226383
6,36000016;2,44525075
6,36500016;3,00935030
6,37000016;2,82111216
6,37500016;3,19758844
6,38000016;3,00935030
6,38500016;3,94992590
6,39000016;3,38582659
6,39500015;3,57344961
6,40000015;4,32640219
6,40500015;4,32640219
6,41000015;4,89050150
6,41500015;5,64283943
6,42000015;4,70226383
6,42500015;5,26697826
6,43000015;5,83107758
6,43500015;4,89050150
6,44000015;3,94992590
6,44500015;5,07874012
6,45000015;5,45460081
6,45500015;4,70226383
6,46000015;4,32640219
6,46500015;4,89050150
6,47000015;3,57344961
6,47500015;4,32640219
6,48000015;4,32640219
6,48500015;3,76168776
6,49000015;3,76168776
6,49500015;3,19758844
6,50000015;3,76168776
6,50500015;3,38582659
6,51000015;3,76168776
6,51500015;3,76168776
6,52000015;4,32640219
6,52500015;3,94992590
6,53000015;3,94992590
6,53500015;3,76168776
6,54000015;3,94992590
6,54500015;3,76168776
6,55000015;3,94992590
6,55500015;3,38582659
6,56000015;3,38582659
