Zeit;Kanal A
(ms);(mV)

-15,43999929;-1,69291329
-15,43499929;-1,50467515
-15,42999929;-1,31643701
-15,42499929;-1,12819874
-15,41999929;0,00000000
-15,41499929;-2,06877446
-15,40999929;-2,06877446
-15,40499929;-2,82111216
-15,39999929;-2,06877446
-15,39499929;-2,63348913
-15,38999929;-3,57344961
-15,38499929;-3,19758844
-15,37999929;-3,19758844
-15,37499930;-3,19758844
-15,36999930;-3,00935030
-15,36499930;-3,19758844
-15,35999930;-2,63348913
-15,35499930;-2,25701261
-15,34999930;-1,69291329
-15,34499930;-0,93996060
-15,33999930;-0,37586120
-15,33499930;-0,75233757
-15,32999930;-0,37586120
-15,32499930;0,37586120
-15,31999930;0,00000000
-15,31499930;0,18762302
-15,30999930;0,75233757
-15,30499930;0,00000000
-15,29999930;-0,56409937
-15,29499930;-0,75233757
-15,28999930;-1,12819874
-15,28499930;-1,88053632
-15,27999930;-2,63348913
-15,27499930;-2,82111216
-15,26999930;-3,19758844
-15,26499930;-3,19758844
-15,25999930;-3,57344961
-15,25499930;-3,38582659
-15,24999930;-3,57344961
-15,24499930;-3,57344961
-15,23999930;-3,19758844
-15,23499930;0,00000000
-15,22999930;-1,31643701
-15,22499930;-1,50467515
-15,21999930;-1,12819874
-15,21499930;-1,31643701
-15,20999930;-0,93996060
-15,20499930;-1,31643701
-15,19999930;-1,31643701
-15,19499930;-0,37586120
-15,18999930;-0,75233757
-15,18499930;-0,56409937
-15,17999930;-0,75233757
-15,17499930;-0,56409937
-15,16999930;-2,06877446
-15,16499930;-1,12819874
-15,15999930;-1,12819874
-15,15499930;-2,44525075
-15,14999930;-1,12819874
-15,14499930;-0,93996060
-15,13999930;-0,75233757
-15,13499930;-0,18762302
-15,12999930;-0,75233757
-15,12499930;0,75233757
-15,11999930;-0,18762302
-15,11499930;0,93996060
-15,10999930;1,12819874
-15,10499930;1,88053632
-15,09999930;1,69291329
-15,09499930;1,50467515
-15,08999930;1,88053632
-15,08499930;2,06877446
-15,07999930;2,25701261
-15,07499930;2,44525075
-15,06999930;2,44525075
-15,06499930;3,76168776
-15,05999930;2,82111216
-15,05499930;3,00935030
-15,04999930;3,38582659
-15,04499930;2,82111216
-15,03999930;2,06877446
-15,03499930;1,50467515
-15,02999930;2,06877446
-15,02499930;2,82111216
-15,01999930;3,00935030
-15,01499930;2,25701261
-15,00999930;2,82111216
-15,00499930;2,82111216
-14,99999930;2,63348913
-14,99499930;2,82111216
-14,98999930;2,82111216
-14,98499930;2,82111216
-14,97999931;3,00935030
-14,97499931;3,19758844
-14,96999931;3,00935030
-14,96499931;3,76168776
-14,95999931;3,57344961
-14,95499931;4,32640219
-14,94999931;4,32640219
-14,94499931;4,89050150
-14,93999931;5,07874012
-14,93499931;5,07874012
-14,92999931;4,13816404
-14,92499931;5,64283943
-14,91999931;6,58341503
-14,91499931;5,64283943
-14,90999931;5,26697826
-14,90499931;5,26697826
-14,89999931;5,26697826
-14,89499931;5,07874012
-14,88999931;4,70226383
-14,88499931;4,70226383
-14,87999931;4,89050150
-14,87499931;3,94992590
-14,86999931;4,13816404
-14,86499931;3,76168776
-14,85999931;3,94992590
-14,85499931;3,57344961
-14,84999931;4,32640219
-14,84499931;3,94992590
-14,83999931;3,94992590
-14,83499931;4,13816404
-14,82999931;3,94992590
-14,82499931;4,51402521
-14,81999931;4,89050150
-14,81499931;2,06877446
-14,80999931;3,57344961
-14,80499931;4,51402521
-14,79999931;3,57344961
-14,79499931;3,38582659
-14,78999931;3,76168776
-14,78499931;2,25701261
-14,77999931;2,25701261
-14,77499931;2,44525075
-14,76999931;1,88053632
-14,76499931;1,12819874
-14,75999931;0,93996060
-14,75499931;1,69291329
-14,74999931;0,93996060
-14,74499931;0,93996060
-14,73999931;0,18762302
-14,73499931;0,18762302
-14,72999931;0,18762302
-14,72499931;0,18762302
-14,71999931;0,00000000
-14,71499931;0,18762302
-14,70999931;-0,37586120
-14,70499931;-0,18762302
-14,69999931;-0,75233757
-14,69499931;-0,37586120
-14,68999931;-1,31643701
-14,68499931;-0,93996060
-14,67999931;-1,31643701
-14,67499931;-1,31643701
-14,66999931;-1,88053632
-14,66499931;-1,88053632
-14,65999931;-3,38582659
-14,65499931;-3,00935030
-14,64999931;-3,19758844
-14,64499931;-2,82111216
-14,63999931;-4,13816404
-14,63499931;-0,93996060
-14,62999931;-4,51402521
-14,62499931;-2,63348913
-14,61999931;-4,51402521
-14,61499931;-1,12819874
-14,60999931;-0,56409937
-14,60499931;-1,12819874
-14,59999931;-0,37586120
-14,59499931;0,00000000
-14,58999931;-0,37586120
-14,58499932;0,37586120
-14,57999932;-0,75233757
-14,57499932;-1,31643701
-14,56999932;-2,25701261
-14,56499932;-2,44525075
-14,55999932;-3,00935030
-14,55499932;-3,94992590
-14,54999932;-4,51402521
-14,54499932;-4,89050150
-14,53999932;-5,45460081
-14,53499932;-5,26697826
-14,52999932;-5,45460081
-14,52499932;-5,83107758
-14,51999932;-5,07874012
-14,51499932;-4,89050150
-14,50999932;-4,89050150
-14,50499932;-3,94992590
-14,49999932;-3,00935030
-14,49499932;-2,63348913
-14,48999932;-2,44525075
-14,48499932;-1,88053632
-14,47999932;-1,50467515
-14,47499932;-1,31643701
-14,46999932;-1,31643701
-14,46499932;-2,63348913
-14,45999932;-2,06877446
-14,45499932;-2,82111216
-14,44999932;-3,00935030
-14,44499932;-3,57344961
-14,43999932;-4,32640219
-14,43499932;-4,13816404
-14,42999932;-4,51402521
-14,42499932;-4,89050150
-14,41999932;-5,45460081
-14,41499932;-5,26697826
-14,40999932;-4,70226383
-14,40499932;-5,83107758
-14,39999932;-3,94992590
-14,39499932;-3,94992590
-14,38999932;-3,94992590
-14,38499932;-2,25701261
-14,37999932;-1,88053632
-14,37499932;-1,88053632
-14,36999932;-2,06877446
-14,36499932;-1,69291329
-14,35999932;-1,31643701
-14,35499932;-2,25701261
-14,34999932;-1,50467515
-14,34499932;-1,69291329
-14,33999932;-2,06877446
-14,33499932;-2,25701261
-14,32999932;-2,44525075
-14,32499932;-2,63348913
-14,31999932;-3,00935030
-14,31499932;-2,82111216
-14,30999932;-3,57344961
-14,30499932;-3,19758844
-14,29999932;-3,00935030
-14,29499932;-2,82111216
-14,28999932;-2,63348913
-14,28499932;-2,06877446
-14,27999932;-2,06877446
-14,27499932;-1,69291329
-14,26999932;-1,12819874
-14,26499932;-0,93996060
-14,25999932;-0,37586120
-14,25499932;0,18762302
-14,24999932;-0,18762302
-14,24499932;0,18762302
-14,23999932;0,18762302
-14,23499932;1,69291329
-14,22999932;-1,31643701
-14,22499932;-0,75233757
-14,21999932;-3,19758844
-14,21499932;-1,12819874
-14,20999932;-2,06877446
-14,20499932;-3,57344961
-14,19999932;-4,13816404
-14,19499932;-2,25701261
-14,18999933;-3,57344961
-14,18499933;-2,82111216
-14,17999933;-2,63348913
-14,17499933;-2,63348913
-14,16999933;-3,19758844
-14,16499933;-2,25701261
-14,15999933;-2,63348913
-14,15499933;-1,69291329
-14,14999933;-2,25701261
-14,14499933;-1,69291329
-14,13999933;-1,69291329
-14,13499933;-0,37586120
-14,12999933;-1,50467515
-14,12499933;-1,31643701
-14,11999933;-0,93996060
-14,11499933;-0,75233757
-14,10999933;-1,12819874
-14,10499933;-0,75233757
-14,09999933;-1,12819874
-14,09499933;-2,06877446
-14,08999933;-0,93996060
-14,08499933;-2,25701261
-14,07999933;-0,75233757
-14,07499933;-1,31643701
-14,06999933;-1,12819874
-14,06499933;-0,75233757
-14,05999933;-0,37586120
-14,05499933;0,00000000
-14,04999933;0,00000000
-14,04499933;1,88053632
-14,03999933;0,75233757
-14,03499933;1,31643701
-14,02999933;0,93996060
-14,02499933;2,25701261
-14,01999933;3,76168776
-14,01499933;2,25701261
-14,00999933;2,06877446
-14,00499933;3,57344961
-13,99999933;3,00935030
-13,99499933;2,82111216
-13,98999933;2,82111216
-13,98499933;2,82111216
-13,97999933;2,82111216
-13,97499933;2,82111216
-13,96999933;2,63348913
-13,96499933;2,44525075
-13,95999933;2,63348913
-13,95499933;3,00935030
-13,94999933;3,19758844
-13,94499933;2,44525075
-13,93999933;2,63348913
-13,93499933;2,44525075
-13,92999933;2,44525075
-13,92499933;2,44525075
-13,91999933;3,19758844
-13,91499933;3,76168776
-13,90999933;2,82111216
-13,90499933;3,00935030
-13,89999933;3,76168776
-13,89499933;4,13816404
-13,88999933;4,89050150
-13,88499933;4,70226383
-13,87999933;4,89050150
-13,87499933;5,45460081
-13,86999933;5,45460081
-13,86499933;5,64283943
-13,85999933;5,26697826
-13,85499933;5,83107758
-13,84999933;5,64283943
-13,84499933;5,83107758
-13,83999933;5,83107758
-13,83499933;5,64283943
-13,82999933;4,51402521
-13,82499933;4,89050150
-13,81999933;4,51402521
-13,81499933;5,26697826
-13,80999933;4,32640219
-13,80499933;3,38582659
-13,79999933;3,57344961
-13,79499934;3,76168776
-13,78999934;3,94992590
-13,78499934;4,13816404
-13,77999934;3,94992590
-13,77499934;4,32640219
-13,76999934;3,94992590
-13,76499934;4,32640219
-13,75999934;4,51402521
-13,75499934;5,07874012
-13,74999934;4,32640219
-13,74499934;4,51402521
-13,73999934;3,57344961
-13,73499934;3,57344961
-13,72999934;3,00935030
-13,72499934;3,76168776
-13,71999934;2,06877446
-13,71499934;2,82111216
-13,70999934;1,88053632
-13,70499934;2,63348913
-13,69999934;2,06877446
-13,69499934;1,12819874
-13,68999934;1,31643701
-13,68499934;0,93996060
-13,67999934;0,93996060
-13,67499934;0,56409937
-13,66999934;0,18762302
-13,66499934;0,93996060
-13,65999934;0,56409937
-13,65499934;0,18762302
-13,64999934;-0,18762302
-13,64499934;0,00000000
-13,63999934;-0,56409937
-13,63499934;0,00000000
-13,62999934;-0,56409937
-13,62499934;-0,37586120
-13,61999934;-1,88053632
-13,61499934;-1,31643701
-13,60999934;-1,50467515
-13,60499934;-1,31643701
-13,59999934;-2,44525075
-13,59499934;-2,06877446
-13,58999934;-3,19758844
-13,58499934;-3,00935030
-13,57999934;-3,57344961
-13,57499934;-3,19758844
-13,56999934;-3,57344961
-13,56499934;-3,00935030
-13,55999934;-2,82111216
-13,55499934;-2,63348913
-13,54999934;-1,69291329
-13,54499934;-1,31643701
-13,53999934;-0,93996060
-13,53499934;-0,37586120
-13,52999934;-0,75233757
-13,52499934;-0,37586120
-13,51999934;-0,18762302
-13,51499934;-0,56409937
-13,50999934;-1,12819874
-13,50499934;-1,12819874
-13,49999934;-1,50467515
-13,49499934;-3,00935030
-13,48999934;-3,19758844
-13,48499934;-3,57344961
-13,47999934;-4,13816404
-13,47499934;-4,51402521
-13,46999934;-5,26697826
-13,46499934;-5,26697826
-13,45999934;-5,26697826
-13,45499934;-5,26697826
-13,44999934;-5,07874012
-13,44499934;-4,89050150
-13,43999934;-4,32640219
-13,43499934;-3,38582659
-13,42999934;-3,00935030
-13,42499934;-2,82111216
-13,41999934;-0,37586120
-13,41499934;-2,44525075
-13,40999934;-1,69291329
-13,40499934;-1,69291329
-13,39999934;-1,88053632
-13,39499935;-1,69291329
-13,38999935;-3,19758844
-13,38499935;-3,00935030
-13,37999935;-3,38582659
-13,37499935;-3,38582659
-13,36999935;-4,13816404
-13,36499935;-4,51402521
-13,35999935;-4,89050150
-13,35499935;-4,89050150
-13,34999935;-4,51402521
-13,34499935;-4,51402521
-13,33999935;-4,89050150
-13,33499935;-3,94992590
-13,32999935;-3,94992590
-13,32499935;-3,00935030
-13,31999935;-3,19758844
-13,31499935;-2,63348913
-13,30999935;-2,44525075
-13,30499935;-1,88053632
-13,29999935;-2,25701261
-13,29499935;-0,75233757
-13,28999935;-1,88053632
-13,28499935;-1,12819874
-13,27999935;-1,50467515
-13,27499935;-1,88053632
-13,26999935;-2,06877446
-13,26499935;-2,25701261
-13,25999935;-2,06877446
-13,25499935;-3,00935030
-13,24999935;-3,19758844
-13,24499935;-3,19758844
-13,23999935;-3,19758844
-13,23499935;-3,00935030
-13,22999935;-2,82111216
-13,22499935;-2,25701261
-13,21999935;-2,06877446
-13,21499935;-1,12819874
-13,20999935;-1,12819874
-13,20499935;-1,69291329
-13,19999935;-1,12819874
-13,19499935;-0,37586120
-13,18999935;-0,56409937
-13,18499935;0,00000000
-13,17999935;-0,37586120
-13,17499935;0,00000000
-13,16999935;-0,56409937
-13,16499935;-0,93996060
-13,15999935;-1,12819874
-13,15499935;-1,31643701
-13,14999935;-2,25701261
-13,14499935;-1,31643701
-13,13999935;-2,63348913
-13,13499935;-2,44525075
-13,12999935;-4,13816404
-13,12499935;-3,19758844
-13,11999935;-3,94992590
-13,11499935;-2,63348913
-13,10999935;-3,19758844
-13,10499935;-2,82111216
-13,09999935;-3,19758844
-13,09499935;-2,25701261
-13,08999935;-2,44525075
-13,08499935;-1,31643701
-13,07999935;-1,88053632
-13,07499935;-0,93996060
-13,06999935;-0,93996060
-13,06499935;-0,37586120
-13,05999935;-1,12819874
-13,05499935;-0,93996060
-13,04999935;-0,37586120
-13,04499935;-1,12819874
-13,03999935;-1,12819874
-13,03499935;-1,31643701
-13,02999935;-0,75233757
-13,02499935;-1,31643701
-13,01999935;-1,12819874
-13,01499935;-1,31643701
-13,00999935;-1,88053632
-13,00499935;0,00000000
-12,99999936;-0,75233757
-12,99499936;-1,12819874
-12,98999936;1,50467515
-12,98499936;-0,56409937
-12,97999936;0,00000000
-12,97499936;0,75233757
-12,96999936;0,75233757
-12,96499936;1,88053632
-12,95999936;2,06877446
-12,95499936;1,50467515
-12,94999936;2,06877446
-12,94499936;1,88053632
-12,93999936;2,44525075
-12,93499936;2,82111216
-12,92999936;2,06877446
-12,92499936;2,82111216
-12,91999936;3,00935030
-12,91499936;2,63348913
-12,90999936;3,00935030
-12,90499936;2,82111216
-12,89999936;3,00935030
-12,89499936;3,00935030
-12,88999936;2,63348913
-12,88499936;2,82111216
-12,87999936;2,82111216
-12,87499936;3,00935030
-12,86999936;2,82111216
-12,86499936;3,00935030
-12,85999936;2,63348913
-12,85499936;3,00935030
-12,84999936;3,00935030
-12,84499936;3,19758844
-12,83999936;3,94992590
-12,83499936;3,38582659
-12,82999936;3,76168776
-12,82499936;4,13816404
-12,81999936;6,20755386
-12,81499936;3,57344961
-12,80999936;4,13816404
-12,80499936;3,94992590
-12,79999936;5,64283943
-12,79499936;5,64283943
-12,78999936;4,89050150
-12,78499936;6,20755386
-12,77999936;5,83107758
-12,77499936;5,64283943
-12,76999936;5,64283943
-12,76499936;5,07874012
-12,75999936;5,07874012
-12,75499936;4,70226383
-12,74999936;4,70226383
-12,74499936;4,70226383
-12,73999936;4,32640219
-12,73499936;4,51402521
-12,72999936;4,32640219
-12,72499936;4,32640219
-12,71999936;3,94992590
-12,71499936;4,70226383
-12,70999936;3,19758844
-12,70499936;3,94992590
-12,69999936;3,76168776
-12,69499936;2,44525075
-12,68999936;3,76168776
-12,68499936;3,38582659
-12,67999936;3,94992590
-12,67499936;3,57344961
-12,66999936;3,00935030
-12,66499936;3,00935030
-12,65999936;2,63348913
-12,65499936;3,00935030
-12,64999936;2,63348913
-12,64499936;3,38582659
-12,63999936;1,31643701
-12,63499936;2,06877446
-12,62999936;1,69291329
-12,62499936;1,12819874
-12,61999936;1,12819874
-12,61499936;0,56409937
-12,60999936;0,18762302
-12,60499937;0,00000000
-12,59999937;-0,18762302
-12,59499937;0,18762302
-12,58999937;-0,75233757
-12,58499937;-0,37586120
-12,57999937;0,00000000
-12,57499937;0,00000000
-12,56999937;0,00000000
-12,56499937;-0,37586120
-12,55999937;-0,93996060
-12,55499937;-0,93996060
-12,54999937;-1,12819874
-12,54499937;-1,12819874
-12,53999937;-1,50467515
-12,53499937;-2,06877446
-12,52999937;-2,63348913
-12,52499937;-2,63348913
-12,51999937;-3,19758844
-12,51499937;-3,57344961
-12,50999937;-3,57344961
-12,50499937;-3,57344961
-12,49999937;-3,00935030
-12,49499937;-2,63348913
-12,48999937;-2,82111216
-12,48499937;-1,69291329
-12,47999937;-2,06877446
-12,47499937;-1,31643701
-12,46999937;-1,31643701
-12,46499937;-0,37586120
-12,45999937;-0,18762302
-12,45499937;0,00000000
-12,44999937;-0,75233757
-12,44499937;-0,75233757
-12,43999937;-1,12819874
-12,43499937;-1,69291329
-12,42999937;-2,25701261
-12,42499937;-3,38582659
-12,41999937;-3,57344961
-12,41499937;-4,51402521
-12,40999937;-5,07874012
-12,40499937;-5,07874012
-12,39999937;-5,64283943
-12,39499937;-5,07874012
-12,38999937;-6,39517689
-12,38499937;-6,01931572
-12,37999937;-4,89050150
-12,37499937;-4,13816404
-12,36999937;-3,94992590
-12,36499937;-3,57344961
-12,35999937;-3,00935030
-12,35499937;-2,06877446
-12,34999937;-2,06877446
-12,34499937;-1,69291329
-12,33999937;-1,88053632
-12,33499937;-1,50467515
-12,32999937;-1,88053632
-12,32499937;-1,69291329
-12,31999937;-3,00935030
-12,31499937;-3,19758844
-12,30999937;-3,76168776
-12,30499937;-4,32640219
-12,29999937;-4,89050150
-12,29499937;-4,51402521
-12,28999937;-5,45460081
-12,28499937;-4,89050150
-12,27999937;-5,07874012
-12,27499937;-4,51402521
-12,26999937;-4,89050150
-12,26499937;-3,94992590
-12,25999937;-4,51402521
-12,25499937;-3,00935030
-12,24999937;-2,63348913
-12,24499937;-2,44525075
-12,23999937;-1,69291329
-12,23499937;-1,69291329
-12,22999937;-1,69291329
-12,22499937;-1,12819874
-12,21999937;0,56409937
-12,21499937;-1,50467515
-12,20999938;-2,06877446
-12,20499938;-1,69291329
-12,19999938;-2,63348913
-12,19499938;-2,63348913
-12,18999938;-1,69291329
-12,18499938;-2,82111216
-12,17999938;-3,57344961
-12,17499938;-2,44525075
-12,16999938;-3,19758844
-12,16499938;-3,19758844
-12,15999938;-3,38582659
-12,15499938;-2,44525075
-12,14999938;-2,06877446
-12,14499938;-1,69291329
-12,13999938;-1,50467515
-12,13499938;-0,75233757
-12,12999938;-0,37586120
-12,12499938;-0,18762302
-12,11999938;-0,37586120
-12,11499938;0,00000000
-12,10999938;-0,18762302
-12,10499938;0,18762302
-12,09999938;-0,37586120
-12,09499938;-0,75233757
-12,08999938;-1,12819874
-12,08499938;-2,06877446
-12,07999938;-2,06877446
-12,07499938;-2,44525075
-12,06999938;-2,82111216
-12,06499938;-2,06877446
-12,05999938;-3,00935030
-12,05499938;-3,19758844
-12,04999938;-3,57344961
-12,04499938;-2,82111216
-12,03999938;-3,00935030
-12,03499938;-3,00935030
-12,02999938;-2,82111216
-12,02499938;-2,25701261
-12,01999938;-1,50467515
-12,01499938;-1,12819874
-12,00999938;-1,88053632
-12,00499938;0,00000000
-11,99999938;-0,37586120
-11,99499938;-1,50467515
-11,98999938;-2,06877446
-11,98499938;-0,37586120
-11,97999938;-0,37586120
-11,97499938;-0,75233757
-11,96999938;-0,37586120
-11,96499938;-0,75233757
-11,95999938;-1,31643701
-11,95499938;-2,06877446
-11,94999938;-1,50467515
-11,94499938;-1,12819874
-11,93999938;-1,12819874
-11,93499938;-1,12819874
-11,92999938;-0,93996060
-11,92499938;-0,37586120
-11,91999938;-0,75233757
-11,91499938;0,00000000
-11,90999938;0,93996060
-11,90499938;1,12819874
-11,89999938;1,12819874
-11,89499938;1,50467515
-11,88999938;2,06877446
-11,88499938;1,69291329
-11,87999938;2,63348913
-11,87499938;3,00935030
-11,86999938;2,44525075
-11,86499938;3,00935030
-11,85999938;3,00935030
-11,85499938;3,00935030
-11,84999938;2,44525075
-11,84499938;3,00935030
-11,83999938;2,44525075
-11,83499938;3,38582659
-11,82999938;2,63348913
-11,82499938;3,00935030
-11,81999938;0,93996060
-11,81499939;2,06877446
-11,80999939;2,44525075
-11,80499939;0,56409937
-11,79999939;1,88053632
-11,79499939;3,00935030
-11,78999939;3,38582659
-11,78499939;3,00935030
-11,77999939;3,38582659
-11,77499939;2,82111216
-11,76999939;3,76168776
-11,76499939;3,94992590
-11,75999939;3,57344961
-11,75499939;4,32640219
-11,74999939;4,32640219
-11,74499939;4,70226383
-11,73999939;5,07874012
-11,73499939;5,26697826
-11,72999939;5,07874012
-11,72499939;5,07874012
-11,71999939;5,07874012
-11,71499939;5,64283943
-11,70999939;6,01931572
-11,70499939;5,45460081
-11,69999939;4,89050150
-11,69499939;5,64283943
-11,68999939;4,32640219
-11,68499939;5,07874012
-11,67999939;4,32640219
-11,67499939;5,26697826
-11,66999939;3,76168776
-11,66499939;4,51402521
-11,65999939;3,76168776
-11,65499939;6,20755386
-11,64999939;4,13816404
-11,64499939;4,32640219
-11,63999939;4,13816404
-11,63499939;4,13816404
-11,62999939;3,94992590
-11,62499939;3,38582659
-11,61999939;3,57344961
-11,61499939;4,51402521
-11,60999939;3,57344961
-11,60499939;3,94992590
-11,59999939;3,38582659
-11,59499939;3,76168776
-11,58999939;2,82111216
-11,58499939;3,38582659
-11,57999939;3,00935030
-11,57499939;2,06877446
-11,56999939;2,25701261
-11,56499939;1,50467515
-11,55999939;2,06877446
-11,55499939;1,88053632
-11,54999939;1,50467515
-11,54499939;1,31643701
-11,53999939;0,75233757
-11,53499939;0,93996060
-11,52999939;1,69291329
-11,52499939;0,56409937
-11,51999939;0,56409937
-11,51499939;0,18762302
-11,50999939;0,00000000
-11,50499939;0,00000000
-11,49999939;0,18762302
-11,49499939;-0,37586120
-11,48999939;-1,12819874
-11,48499939;-0,75233757
-11,47999939;-1,69291329
-11,47499939;-1,31643701
-11,46999939;-2,25701261
-11,46499939;-2,44525075
-11,45999939;-1,88053632
-11,45499939;-2,63348913
-11,44999939;-2,82111216
-11,44499939;-3,38582659
-11,43999939;-3,57344961
-11,43499939;-3,00935030
-11,42999939;-2,44525075
-11,42499939;-2,63348913
-11,41999940;-2,06877446
-11,41499940;-1,31643701
-11,40999940;-0,93996060
-11,40499940;-0,37586120
-11,39999940;-0,75233757
-11,39499940;-0,37586120
-11,38999940;-1,69291329
-11,38499940;0,00000000
-11,37999940;-0,93996060
-11,37499940;-0,93996060
-11,36999940;-1,69291329
-11,36499940;-2,25701261
-11,35999940;-3,00935030
-11,35499940;-3,19758844
-11,34999940;-4,13816404
-11,34499940;-4,89050150
-11,33999940;-4,70226383
-11,33499940;-5,45460081
-11,32999940;-5,83107758
-11,32499940;-5,07874012
-11,31999940;-5,45460081
-11,31499940;-5,45460081
-11,30999940;-4,51402521
-11,30499940;-4,13816404
-11,29999940;-3,76168776
-11,29499940;-3,38582659
-11,28999940;-2,06877446
-11,28499940;-1,69291329
-11,27999940;-2,06877446
-11,27499940;-1,88053632
-11,26999940;-2,06877446
-11,26499940;-1,69291329
-11,25999940;-2,06877446
-11,25499940;-2,25701261
-11,24999940;-3,19758844
-11,24499940;-3,00935030
-11,23999940;-3,94992590
-11,23499940;-3,94992590
-11,22999940;-4,51402521
-11,22499940;-4,51402521
-11,21999940;-4,51402521
-11,21499940;-4,89050150
-11,20999940;-3,57344961
-11,20499940;-4,89050150
-11,19999940;-4,89050150
-11,19499940;-3,38582659
-11,18999940;-3,19758844
-11,18499940;-3,00935030
-11,17999940;-3,00935030
-11,17499940;-1,50467515
-11,16999940;-2,06877446
-11,16499940;-2,25701261
-11,15999940;-2,06877446
-11,15499940;-1,12819874
-11,14999940;-1,31643701
-11,14499940;-1,31643701
-11,13999940;-2,06877446
-11,13499940;-2,25701261
-11,12999940;-2,63348913
-11,12499940;-2,44525075
-11,11999940;-2,63348913
-11,11499940;-2,82111216
-11,10999940;-3,19758844
-11,10499940;-3,94992590
-11,09999940;-3,57344961
-11,09499940;-2,25701261
-11,08999940;-2,63348913
-11,08499940;-2,25701261
-11,07999940;-1,69291329
-11,07499940;-1,69291329
-11,06999940;-0,93996060
-11,06499940;-0,37586120
-11,05999940;-0,18762302
-11,05499940;0,00000000
-11,04999940;0,56409937
-11,04499940;0,56409937
-11,03999940;0,18762302
-11,03499940;-0,18762302
-11,02999940;-0,75233757
-11,02499940;-0,93996060
-11,01999941;-0,37586120
-11,01499941;-2,06877446
-11,00999941;-3,00935030
-11,00499941;-2,25701261
-10,99999941;-3,00935030
-10,99499941;-3,19758844
-10,98999941;-3,57344961
-10,98499941;-3,76168776
-10,97999941;-3,00935030
-10,97499941;-3,00935030
-10,96999941;-3,19758844
-10,96499941;-2,63348913
-10,95999941;-3,19758844
-10,95499941;-2,25701261
-10,94999941;-2,06877446
-10,94499941;-0,75233757
-10,93999941;-1,69291329
-10,93499941;-0,75233757
-10,92999941;-1,50467515
-10,92499941;-0,56409937
-10,91999941;-0,93996060
-10,91499941;-0,75233757
-10,90999941;-0,56409937
-10,90499941;-0,75233757
-10,89999941;-1,31643701
-10,89499941;-0,93996060
-10,88999941;-1,12819874
-10,88499941;-1,88053632
-10,87999941;-1,31643701
-10,87499941;-0,37586120
-10,86999941;-0,93996060
-10,86499941;-1,69291329
-10,85999941;-0,37586120
-10,85499941;-0,18762302
-10,84999941;-0,37586120
-10,84499941;0,18762302
-10,83999941;0,56409937
-10,83499941;0,93996060
-10,82999941;1,31643701
-10,82499941;1,50467515
-10,81999941;1,69291329
-10,81499941;2,44525075
-10,80999941;2,06877446
-10,80499941;1,50467515
-10,79999941;2,63348913
-10,79499941;2,63348913
-10,78999941;2,06877446
-10,78499941;3,38582659
-10,77999941;2,82111216
-10,77499941;2,82111216
-10,76999941;2,44525075
-10,76499941;2,82111216
-10,75999941;2,44525075
-10,75499941;3,00935030
-10,74999941;2,82111216
-10,74499941;2,82111216
-10,73999941;2,25701261
-10,73499941;2,63348913
-10,72999941;2,06877446
-10,72499941;3,19758844
-10,71999941;2,82111216
-10,71499941;3,38582659
-10,70999941;2,82111216
-10,70499941;3,57344961
-10,69999941;3,19758844
-10,69499941;3,76168776
-10,68999941;3,94992590
-10,68499941;4,32640219
-10,67999941;4,70226383
-10,67499941;4,32640219
-10,66999941;4,70226383
-10,66499941;5,07874012
-10,65999941;5,64283943
-10,65499941;5,26697826
-10,64999941;5,26697826
-10,64499941;5,83107758
-10,63999941;5,83107758
-10,63499941;5,83107758
-10,62999941;5,64283943
-10,62499942;5,26697826
-10,61999942;5,26697826
-10,61499942;5,45460081
-10,60999942;5,26697826
-10,60499942;7,52399063
-10,59999942;3,76168776
-10,59499942;4,51402521
-10,58999942;5,07874012
-10,58499942;3,94992590
-10,57999942;4,70226383
-10,57499942;3,38582659
-10,56999942;3,94992590
-10,56499942;3,94992590
-10,55999942;4,32640219
-10,55499942;3,94992590
-10,54999942;3,57344961
-10,54499942;3,76168776
-10,53999942;3,76168776
-10,53499942;3,76168776
-10,52999942;3,76168776
-10,52499942;3,38582659
-10,51999942;2,82111216
-10,51499942;2,82111216
-10,50999942;2,82111216
-10,50499942;2,06877446
-10,49999942;1,50467515
-10,49499942;1,88053632
-10,48999942;1,12819874
-10,48499942;0,18762302
-10,47999942;1,12819874
-10,47499942;0,56409937
-10,46999942;0,56409937
-10,46499942;0,18762302
-10,45999942;0,56409937
-10,45499942;0,18762302
-10,44999942;0,00000000
-10,44499942;-0,37586120
-10,43999942;-0,37586120
-10,43499942;0,37586120
-10,42999942;-0,18762302
-10,42499942;-0,93996060
-10,41999942;-0,37586120
-10,41499942;-0,93996060
-10,40999942;-1,12819874
-10,40499942;0,93996060
-10,39999942;-1,31643701
-10,39499942;-2,06877446
-10,38999942;-2,25701261
-10,38499942;-2,82111216
-10,37999942;-2,63348913
-10,37499942;-3,00935030
-10,36999942;-3,38582659
-10,36499942;-3,00935030
-10,35999942;-2,82111216
-10,35499942;-1,69291329
-10,34999942;-2,25701261
-10,34499942;-1,88053632
-10,33999942;-1,69291329
-10,33499942;-1,12819874
-10,32999942;-0,75233757
-10,32499942;0,00000000
-10,31999942;-0,37586120
-10,31499942;0,18762302
-10,30999942;-0,75233757
-10,30499942;-1,50467515
-10,29999942;-1,69291329
-10,29499942;-2,06877446
